mScore	amt_id	m	aWeights	aPriors	amt_trial	xText	xType	xA	xCond	EIG	y	mY	alternate	repeat	domain	[false,false,false]	[false,false,true]	[false,true,false]	[false,true,true]	[true,false,false]	[true,false,true]	[true,true,false]	[true,true,true]
-2.502728693541386	A195KL2GMUGRF3:3YHH42UU5CBNYN4MNQ0ZXBC1ESR0L7		{"bright":[0.999999],"hot":[],"on":[0.999999]}	{"bright":0.4,"hot":0.30000000000000004,"on":0.4}	8	Imagine 100 lightbulbs that are hot. What proportion are bright? in [0, 1]	conditional	bright	{"hot":true}	0.20562617104971165	0.999999	0.9999994	false	true	lightbulbs	0.25199999999999995	0.168	1.0800000000621145e-13	1.799998920051761e-7	0.16799999999999995	0.11199999999999997	1.799998920051761e-7	0.29999964000010804
-2.4808899968249243	A195KL2GMUGRF3:3YHH42UU5CBNYN4MNQ0ZXBC1ESR0L7		{"bright":[0.999999],"hot":[],"on":[0.999999]}	{"bright":0.4,"hot":0.30000000000000004,"on":0.4}	9	Imagine 100 lightbulbs that are not bright. What proportion are on? in [0, 1]	conditional	on	{"bright":false}	0.11137586073162031	0.1	0.4000002571424899	true	false	lightbulbs	0.25199999999999995	0.168	1.0800000000621145e-13	1.799998920051761e-7	0.16799999999999995	0.11199999999999997	1.799998920051761e-7	0.29999964000010804
-0.12602150431756615	A195KL2GMUGRF3:3YHH42UU5CBNYN4MNQ0ZXBC1ESR0L7		{"bright":[0.999999],"hot":[],"on":[0.999999]}	{"bright":0.1,"hot":0.2,"on":0.1}	10	Imagine 100 lightbulbs that are hot. What proportion are on? in [0, 1]	conditional	on	{"hot":true}	0.17476051195382983	0.999999	0.9999990999999999	false	true	lightbulbs	0.648	0.07200000000000001	1.6200000002930043e-13	1.7999983801627814e-7	0.07200000000000001	0.008000000000000005	1.7999983801627782e-7	0.19999964000016196
-0.12602195413349496	A195KL2GMUGRF3:3YHH42UU5CBNYN4MNQ0ZXBC1ESR0L7		{"bright":[0.999999],"hot":[],"on":[0.999999]}	{"bright":0.1,"hot":0.2,"on":0.1}	11	Imagine 100 lightbulbs that are not bright. What proportion are on? in [0, 1]	conditional	on	{"bright":false}	0.13247950168299158	0.1	0.10000022499971879	false	true	lightbulbs	0.648	0.07200000000000001	1.6200000002930043e-13	1.7999983801627814e-7	0.07200000000000001	0.008000000000000005	1.7999983801627782e-7	0.19999964000016196
-0.07878874886274685	A195KL2GMUGRF3:3YHH42UU5CBNYN4MNQ0ZXBC1ESR0L7		{"bright":[0.999999],"hot":[],"on":[0.999999]}	{"bright":0.1,"hot":0.2,"on":0.1}	12	Imagine 100 lightbulbs that are bright. What proportion are on? in [0, 1]	conditional	on	{"bright":true}	0.14300212089858547	0.7000000000000001	0.7428563346939364	true	true	lightbulbs	0.648	0.07200000000000001	1.6200000002930043e-13	1.7999983801627814e-7	0.07200000000000001	0.008000000000000005	1.7999983801627782e-7	0.19999964000016196
-9.318711097435239	A195MOXRMNHRVT:3VFJCI1K40VVCPAK6CMY4F8GR15GRG		{"bright":[],"hot":[0.9],"on":[0.9]}	{"bright":0.9,"hot":0.9,"on":0.9}	3	Imagine 100 lightbulbs that are on. What proportion are bright? in [0, 1]	conditional	bright	{"on":true}	0.2318421223085399	0.5	0.908256880733945	false	false	tomato plants	0.0009999999999999987	0.009000000000000001	0.008999999999999992	0.08099999999999996	0.00009000000000000002	0.00891000000000001	0.008910000000000001	0.88209
-7.087784732130109	A195MOXRMNHRVT:3VFJCI1K40VVCPAK6CMY4F8GR15GRG		{"bright":[],"hot":[0.9],"on":[0.9]}	{"bright":0.1,"hot":0.9,"on":0.1}	4	Imagine 100 lightbulbs that are bright. What proportion are on? in [0, 1]	conditional	on	{"bright":true}	0.27372929842037125	0.999999	0.9099999999999999	false	false	tomato plants	0.08099999999999996	0.009000000000000001	0.7289999999999999	0.081	0.00009000000000000002	0.0009100000000000001	0.008909999999999994	0.09009000000000003
-6.206628852431337	A195MOXRMNHRVT:3VFJCI1K40VVCPAK6CMY4F8GR15GRG		{"bright":[],"hot":[0.9],"on":[0.999999]}	{"bright":0.4,"hot":0.9,"on":0.7000000000000001}	5	Imagine 100 lightbulbs that are bright. What proportion are hot? in [0, 1]	conditional	hot	{"bright":true}	0.2471291364838717	0.999999	0.99	false	false	tomato plants	0.018000000000000002	0.04199999999999998	0.16199999999999995	0.37800000000000006	1.199999999812466e-9	0.003999998800000001	1.187999999814336e-7	0.39599988120000007
-5.273639100550395	A195MOXRMNHRVT:3VFJCI1K40VVCPAK6CMY4F8GR15GRG		{"bright":[],"hot":[0.999999],"on":[0.999999]}	{"bright":0.4,"hot":0.9,"on":0.7000000000000001}	6	Imagine 100 lightbulbs that are bright. What proportion are hot? in [0, 1]	conditional	hot	{"bright":true}	0.22493241746684595	0.999999	0.9999999	true	true	tomato plants	0.018000000000000002	0.04199999999999998	0.16199999999999995	0.37800000000000006	1.1999999991808312e-14	3.999998797894566e-8	1.1999998798124619e-7	0.39999984000001204
-5.2065774289410935	A195MOXRMNHRVT:3VFJCI1K40VVCPAK6CMY4F8GR15GRG		{"bright":[],"hot":[0.999999],"on":[0.999999]}	{"bright":0.4,"hot":0.9,"on":0.7000000000000001}	7	Imagine 100 lightbulbs that are bright. What proportion are on? in [0, 1]	conditional	on	{"bright":true}	0.24784932267785623	0.999999	0.9999997	false	true	tomato plants	0.018000000000000002	0.04199999999999998	0.16199999999999995	0.37800000000000006	1.1999999991808312e-14	3.999998797894566e-8	1.1999998798124619e-7	0.39999984000001204
