t1,t2,t3,eig
FTFT,FTTT,FFTT,0.8428
FTFT,FTTT,FTFF,0.8708
FTFT,FTTT,FTFT,0.8611
FTFT,FTTT,FTTF,0.8428
FTFT,FTTT,FTTT,0.8747
FTFT,FTTT,TFFF,0.8747
FTFT,FTTT,TFFT,0.8428
FTFT,FTTT,TFTF,0.8611
FTFT,FTTT,TFTT,0.8708
FTFT,FTTT,TTFF,0.8428
FTFT,FTTT,TTFT,0.8708
FTFT,FTTT,TTTF,0.8708
FTFT,FTTT,TTTT,0.9803
FTFT,TFFF,FFFF,0.9803
FTFT,TFFF,FFFT,0.8708
FTFT,TFFF,FFTF,0.8708
FTFT,TFFF,FFTT,0.8428
FTFT,TFFF,FTFF,0.8708
FTFT,TFFF,FTFT,0.8611
FTFT,TFFF,FTTF,0.8428
FTFT,TFFF,FTTT,0.8747
FTFT,TFFF,TFFF,0.8747
FTFT,TFFF,TFFT,0.8428
FTFT,TFFF,TFTF,0.8611
FTFT,TFFF,TFTT,0.8708
FTFT,TFFF,TTFF,0.8428
FTFT,TFFF,TTFT,0.8708
FTFT,TFFF,TTTF,0.8708
FTFT,TFFF,TTTT,0.9803
FTFT,TFFT,FFFF,0.9776
FTFT,TFFT,FFFT,0.8396
FTFT,TFFT,FFTF,0.8396
FTFT,TFFT,FFTT,0.5037
FTFT,TFFT,FTFF,0.8396
FTFT,TFFT,FTFT,0.4810
FTFT,TFFT,FTTF,0.5037
FTFT,TFFT,FTTT,0.8428
FTFT,TFFT,TFFF,0.8428
FTFT,TFFT,TFFT,0.5037
FTFT,TFFT,TFTF,0.4810
FTFT,TFFT,TFTT,0.8396
FTFT,TFFT,TTFF,0.5037
FTFT,TFFT,TTFT,0.8396
FTFT,TFFT,TTTF,0.8396
FTFT,TFFT,TTTT,0.9776
FTFT,TFTF,FFFF,0.9905
FTFT,TFTF,FFFT,0.8561
FTFT,TFTF,FFTF,0.8561
FTFT,TFTF,FFTT,0.4810
FTFT,TFTF,FTFF,0.8561
FTFT,TFTF,FTFT,0.4632
FTFT,TFTF,FTTF,0.4810
FTFT,TFTF,FTTT,0.8611
FTFT,TFTF,TFFF,0.8611
FTFT,TFTF,TFFT,0.4810
FTFT,TFTF,TFTF,0.4632
FTFT,TFTF,TFTT,0.8561
FTFT,TFTF,TTFF,0.4810
FTFT,TFTF,TTFT,0.8561
FTFT,TFTF,TTTF,0.8561
FTFT,TFTF,TTTT,0.9905
FTFT,TFTT,FFFF,0.9815
FTFT,TFTT,FFFT,0.8716
FTFT,TFTT,FFTF,0.8716
FTFT,TFTT,FFTT,0.8396
FTFT,TFTT,FTFF,0.8716
FTFT,TFTT,FTFT,0.8561
FTFT,TFTT,FTTF,0.8396
FTFT,TFTT,FTTT,0.8708
FTFT,TFTT,TFFF,0.8708
FTFT,TFTT,TFFT,0.8396
FTFT,TFTT,TFTF,0.8561
FTFT,TFTT,TFTT,0.8716
FTFT,TFTT,TTFF,0.8396
FTFT,TFTT,TTFT,0.8716
FTFT,TFTT,TTTF,0.8716
FTFT,TFTT,TTTT,0.9815
FTFT,TTFF,FFFF,0.9776
FTFT,TTFF,FFFT,0.8396
FTFT,TTFF,FFTF,0.8396
FTFT,TTFF,FFTT,0.5037
FTFT,TTFF,FTFF,0.8396
FTFT,TTFF,FTFT,0.4810
FTFT,TTFF,FTTF,0.5037
FTFT,TTFF,FTTT,0.8428
FTFT,TTFF,TFFF,0.8428
FTFT,TTFF,TFFT,0.5037
FTFT,TTFF,TFTF,0.4810
FTFT,TTFF,TFTT,0.8396
FTFT,TTFF,TTFF,0.5037
FTFT,TTFF,TTFT,0.8396
FTFT,TTFF,TTTF,0.8396
FTFT,TTFF,TTTT,0.9776
FTFT,TTFT,FFFF,0.9815
FTFT,TTFT,FFFT,0.8716
FTFT,TTFT,FFTF,0.8716
FTFT,TTFT,FFTT,0.8396
FTFT,TTFT,FTFF,0.8716
FTFT,TTFT,FTFT,0.8561
FTFT,TTFT,FTTF,0.8396
FTFT,TTFT,FTTT,0.8708
FTFT,TTFT,TFFF,0.8708
FTFT,TTFT,TFFT,0.8396
FTFT,TTFT,TFTF,0.8561
FTFT,TTFT,TFTT,0.8716
FTFT,TTFT,TTFF,0.8396
FTFT,TTFT,TTFT,0.8716
FTFT,TTFT,TTTF,0.8716
FTFT,TTFT,TTTT,0.9815
FTFT,TTTF,FFFF,0.9815
FTFT,TTTF,FFFT,0.8716
FTFT,TTTF,FFTF,0.8716
FTFT,TTTF,FFTT,0.8396
FTFT,TTTF,FTFF,0.8716
FTFT,TTTF,FTFT,0.8561
FTFT,TTTF,FTTF,0.8396
FTFT,TTTF,FTTT,0.8708
FTFT,TTTF,TFFF,0.8708
FTFT,TTTF,TFFT,0.8396
FTFT,TTTF,TFTF,0.8561
FTFT,TTTF,TFTT,0.8716
FTFT,TTTF,TTFF,0.8396
FTFT,TTTF,TTFT,0.8716
FTFT,TTTF,TTTF,0.8716
FTFT,TTTF,TTTT,0.9815
FTFT,TTTT,FFFF,1.0177
FTFT,TTTT,FFFT,0.9815
FTFT,TTTT,FFTF,0.9815
FTFT,TTTT,FFTT,0.9776
FTFT,TTTT,FTFF,0.9815
FTFT,TTTT,FTFT,0.9905
FTFT,TTTT,FTTF,0.9776
FTFT,TTTT,FTTT,0.9803
FTFT,TTTT,TFFF,0.9803
FTFT,TTTT,TFFT,0.9776
FTFT,TTTT,TFTF,0.9905
FTFT,TTTT,TFTT,0.9815
FTFT,TTTT,TTFF,0.9776
FTFT,TTTT,TTFT,0.9815
FTFT,TTTT,TTTF,0.9815
FTFT,TTTT,TTTT,1.0177
FTTF,FFFF,FFFF,0.9636
FTTF,FFFF,FFFT,0.9616
FTTF,FFFF,FFTF,0.9616
FTTF,FFFF,FFTT,0.9082
FTTF,FFFF,FTFF,0.9616
FTTF,FFFF,FTFT,0.9776
FTTF,FFFF,FTTF,0.9082
FTTF,FFFF,FTTT,0.9016
FTTF,FFFF,TFFF,0.9016
FTTF,FFFF,TFFT,0.9082
FTTF,FFFF,TFTF,0.9776
FTTF,FFFF,TFTT,0.9616
FTTF,FFFF,TTFF,0.9082
FTTF,FFFF,TTFT,0.9616
FTTF,FFFF,TTTF,0.9616
FTTF,FFFF,TTTT,0.9636
FTTF,FFFT,FFFF,0.9616
FTTF,FFFT,FFFT,0.7265
FTTF,FFFT,FFTF,0.7265
FTTF,FFFT,FFTT,0.7224
FTTF,FFFT,FTFF,0.7265
FTTF,FFFT,FTFT,0.8396
FTTF,FFFT,FTTF,0.7224
FTTF,FFFT,FTTT,0.7710
FTTF,FFFT,TFFF,0.7710
FTTF,FFFT,TFFT,0.7224
FTTF,FFFT,TFTF,0.8396
FTTF,FFFT,TFTT,0.7265
FTTF,FFFT,TTFF,0.7224
FTTF,FFFT,TTFT,0.7265
FTTF,FFFT,TTTF,0.7265
FTTF,FFFT,TTTT,0.9616
FTTF,FFTF,FFFF,0.9616
FTTF,FFTF,FFFT,0.7265
FTTF,FFTF,FFTF,0.7265
FTTF,FFTF,FFTT,0.7224
FTTF,FFTF,FTFF,0.7265
FTTF,FFTF,FTFT,0.8396
FTTF,FFTF,FTTF,0.7224
FTTF,FFTF,FTTT,0.7710
FTTF,FFTF,TFFF,0.7710
FTTF,FFTF,TFFT,0.7224
FTTF,FFTF,TFTF,0.8396
FTTF,FFTF,TFTT,0.7265
FTTF,FFTF,TTFF,0.7224
FTTF,FFTF,TTFT,0.7265
FTTF,FFTF,TTTF,0.7265
FTTF,FFTF,TTTT,0.9616
FTTF,FFTT,FFFF,0.9082
FTTF,FFTT,FFFT,0.7224
FTTF,FFTT,FFTF,0.7224
FTTF,FFTT,FFTT,0.3964
FTTF,FFTT,FTFF,0.7224
FTTF,FFTT,FTFT,0.5037
FTTF,FFTT,FTTF,0.3964
FTTF,FFTT,FTTT,0.7011
FTTF,FFTT,TFFF,0.7011
FTTF,FFTT,TFFT,0.3964
FTTF,FFTT,TFTF,0.5037
FTTF,FFTT,TFTT,0.7224
FTTF,FFTT,TTFF,0.3964
FTTF,FFTT,TTFT,0.7224
FTTF,FFTT,TTTF,0.7224
FTTF,FFTT,TTTT,0.9082
FTTF,FTFF,FFFF,0.9616
FTTF,FTFF,FFFT,0.7265
FTTF,FTFF,FFTF,0.7265
FTTF,FTFF,FFTT,0.7224
FTTF,FTFF,FTFF,0.7265
FTTF,FTFF,FTFT,0.8396
FTTF,FTFF,FTTF,0.7224
FTTF,FTFF,FTTT,0.7710
FTTF,FTFF,TFFF,0.7710
FTTF,FTFF,TFFT,0.7224
FTTF,FTFF,TFTF,0.8396
FTTF,FTFF,TFTT,0.7265
FTTF,FTFF,TTFF,0.7224
FTTF,FTFF,TTFT,0.7265
FTTF,FTFF,TTTF,0.7265
FTTF,FTFF,TTTT,0.9616
FTTF,FTFT,FFFF,0.9776
FTTF,FTFT,FFFT,0.8396
FTTF,FTFT,FFTF,0.8396
FTTF,FTFT,FFTT,0.5037
FTTF,FTFT,FTFF,0.8396
FTTF,FTFT,FTFT,0.4810
FTTF,FTFT,FTTF,0.5037
FTTF,FTFT,FTTT,0.8428
FTTF,FTFT,TFFF,0.8428
FTTF,FTFT,TFFT,0.5037
FTTF,FTFT,TFTF,0.4810
FTTF,FTFT,TFTT,0.8396
FTTF,FTFT,TTFF,0.5037
FTTF,FTFT,TTFT,0.8396
FTTF,FTFT,TTTF,0.8396
FTTF,FTFT,TTTT,0.9776
FTTF,FTTF,FFFF,0.9082
FTTF,FTTF,FFFT,0.7224
FTTF,FTTF,FFTF,0.7224
FTTF,FTTF,FFTT,0.3964
FTTF,FTTF,FTFF,0.7224
FTTF,FTTF,FTFT,0.5037
FTTF,FTTF,FTTF,0.3964
FTTF,FTTF,FTTT,0.7011
FTTF,FTTF,TFFF,0.7011
FTTF,FTTF,TFFT,0.3964
FTTF,FTTF,TFTF,0.5037
FTTF,FTTF,TFTT,0.7224
FTTF,FTTF,TTFF,0.3964
FTTF,FTTF,TTFT,0.7224
FTTF,FTTF,TTTF,0.7224
FTTF,FTTF,TTTT,0.9082
FTTF,FTTT,FFFF,0.9016
FTTF,FTTT,FFFT,0.7710
FTTF,FTTT,FFTF,0.7710
FTTF,FTTT,FFTT,0.7011
FTTF,FTTT,FTFF,0.7710
FTTF,FTTT,FTFT,0.8428
FTTF,FTTT,FTTF,0.7011
FTTF,FTTT,FTTT,0.7136
FTTF,FTTT,TFFF,0.7136
FTTF,FTTT,TFFT,0.7011
FTTF,FTTT,TFTF,0.8428
FTTF,FTTT,TFTT,0.7710
FTTF,FTTT,TTFF,0.7011
FTTF,FTTT,TTFT,0.7710
FTTF,FTTT,TTTF,0.7710
FTTF,FTTT,TTTT,0.9016
FTTF,TFFF,FFFF,0.9016
FTTF,TFFF,FFFT,0.7710
FTTF,TFFF,FFTF,0.7710
FTTF,TFFF,FFTT,0.7011
FTTF,TFFF,FTFF,0.7710
FTTF,TFFF,FTFT,0.8428
FTTF,TFFF,FTTF,0.7011
FTTF,TFFF,FTTT,0.7136
FTTF,TFFF,TFFF,0.7136
FTTF,TFFF,TFFT,0.7011
FTTF,TFFF,TFTF,0.8428
FTTF,TFFF,TFTT,0.7710
FTTF,TFFF,TTFF,0.7011
FTTF,TFFF,TTFT,0.7710
FTTF,TFFF,TTTF,0.7710
FTTF,TFFF,TTTT,0.9016
FTTF,TFFT,FFFF,0.9082
FTTF,TFFT,FFFT,0.7224
FTTF,TFFT,FFTF,0.7224
FTTF,TFFT,FFTT,0.3964
FTTF,TFFT,FTFF,0.7224
FTTF,TFFT,FTFT,0.5037
FTTF,TFFT,FTTF,0.3964
FTTF,TFFT,FTTT,0.7011
FTTF,TFFT,TFFF,0.7011
FTTF,TFFT,TFFT,0.3964
FTTF,TFFT,TFTF,0.5037
FTTF,TFFT,TFTT,0.7224
FTTF,TFFT,TTFF,0.3964
FTTF,TFFT,TTFT,0.7224
FTTF,TFFT,TTTF,0.7224
FTTF,TFFT,TTTT,0.9082
FTTF,TFTF,FFFF,0.9776
FTTF,TFTF,FFFT,0.8396
FTTF,TFTF,FFTF,0.8396
FTTF,TFTF,FFTT,0.5037
FTTF,TFTF,FTFF,0.8396
FTTF,TFTF,FTFT,0.4810
FTTF,TFTF,FTTF,0.5037
FTTF,TFTF,FTTT,0.8428
FTTF,TFTF,TFFF,0.8428
FTTF,TFTF,TFFT,0.5037
FTTF,TFTF,TFTF,0.4810
FTTF,TFTF,TFTT,0.8396
FTTF,TFTF,TTFF,0.5037
FTTF,TFTF,TTFT,0.8396
FTTF,TFTF,TTTF,0.8396
FTTF,TFTF,TTTT,0.9776
FTTF,TFTT,FFFF,0.9616
FTTF,TFTT,FFFT,0.7265
FTTF,TFTT,FFTF,0.7265
FTTF,TFTT,FFTT,0.7224
FTTF,TFTT,FTFF,0.7265
FTTF,TFTT,FTFT,0.8396
FTTF,TFTT,FTTF,0.7224
FTTF,TFTT,FTTT,0.7710
FTTF,TFTT,TFFF,0.7710
FTTF,TFTT,TFFT,0.7224
FTTF,TFTT,TFTF,0.8396
FTTF,TFTT,TFTT,0.7265
FTTF,TFTT,TTFF,0.7224
FTTF,TFTT,TTFT,0.7265
FTTF,TFTT,TTTF,0.7265
FTTF,TFTT,TTTT,0.9616
FTTF,TTFF,FFFF,0.9082
FTTF,TTFF,FFFT,0.7224
FTTF,TTFF,FFTF,0.7224
FTTF,TTFF,FFTT,0.3964
FTTF,TTFF,FTFF,0.7224
FTTF,TTFF,FTFT,0.5037
FTTF,TTFF,FTTF,0.3964
FTTF,TTFF,FTTT,0.7011
FTTF,TTFF,TFFF,0.7011
FTTF,TTFF,TFFT,0.3964
FTTF,TTFF,TFTF,0.5037
FTTF,TTFF,TFTT,0.7224
FTTF,TTFF,TTFF,0.3964
FTTF,TTFF,TTFT,0.7224
FTTF,TTFF,TTTF,0.7224
FTTF,TTFF,TTTT,0.9082
FTTF,TTFT,FFFF,0.9616
FTTF,TTFT,FFFT,0.7265
FTTF,TTFT,FFTF,0.7265
FTTF,TTFT,FFTT,0.7224
FTTF,TTFT,FTFF,0.7265
FTTF,TTFT,FTFT,0.8396
FTTF,TTFT,FTTF,0.7224
FTTF,TTFT,FTTT,0.7710
FTTF,TTFT,TFFF,0.7710
FTTF,TTFT,TFFT,0.7224
FTTF,TTFT,TFTF,0.8396
FTTF,TTFT,TFTT,0.7265
FTTF,TTFT,TTFF,0.7224
FTTF,TTFT,TTFT,0.7265
FTTF,TTFT,TTTF,0.7265
FTTF,TTFT,TTTT,0.9616
FTTF,TTTF,FFFF,0.9616
FTTF,TTTF,FFFT,0.7265
FTTF,TTTF,FFTF,0.7265
FTTF,TTTF,FFTT,0.7224
FTTF,TTTF,FTFF,0.7265
FTTF,TTTF,FTFT,0.8396
FTTF,TTTF,FTTF,0.7224
FTTF,TTTF,FTTT,0.7710
FTTF,TTTF,TFFF,0.7710
FTTF,TTTF,TFFT,0.7224
FTTF,TTTF,TFTF,0.8396
FTTF,TTTF,TFTT,0.7265
FTTF,TTTF,TTFF,0.7224
FTTF,TTTF,TTFT,0.7265
FTTF,TTTF,TTTF,0.7265
FTTF,TTTF,TTTT,0.9616
FTTF,TTTT,FFFF,0.9636
FTTF,TTTT,FFFT,0.9616
FTTF,TTTT,FFTF,0.9616
FTTF,TTTT,FFTT,0.9082
FTTF,TTTT,FTFF,0.9616
FTTF,TTTT,FTFT,0.9776
FTTF,TTTT,FTTF,0.9082
FTTF,TTTT,FTTT,0.9016
FTTF,TTTT,TFFF,0.9016
FTTF,TTTT,TFFT,0.9082
FTTF,TTTT,TFTF,0.9776
FTTF,TTTT,TFTT,0.9616
FTTF,TTTT,TTFF,0.9082
FTTF,TTTT,TTFT,0.9616
FTTF,TTTT,TTTF,0.9616
FTTF,TTTT,TTTT,0.9636
FTTT,FFFF,FFFF,0.9393
FTTT,FFFF,FFFT,0.9627
FTTT,FFFF,FFTF,0.9627
FTTT,FFFF,FFTT,0.9016
FTTT,FFFF,FTFF,0.9627
FTTT,FFFF,FTFT,0.9803
FTTT,FFFF,FTTF,0.9016
FTTT,FFFF,FTTT,0.8721
FTTT,FFFF,TFFF,0.8721
FTTT,FFFF,TFFT,0.9016
FTTT,FFFF,TFTF,0.9803
FTTT,FFFF,TFTT,0.9627
FTTT,FFFF,TTFF,0.9016
FTTT,FFFF,TTFT,0.9627
FTTT,FFFF,TTTF,0.9627
FTTT,FFFF,TTTT,0.9393
FTTT,FFFT,FFFF,0.9627
FTTT,FFFT,FFFT,0.7822
FTTT,FFFT,FFTF,0.7822
FTTT,FFFT,FFTT,0.7710
FTTT,FFFT,FTFF,0.7822
FTTT,FFFT,FTFT,0.8708
FTTT,FFFT,FTTF,0.7710
FTTT,FFFT,FTTT,0.7914
FTTT,FFFT,TFFF,0.7914
FTTT,FFFT,TFFT,0.7710
FTTT,FFFT,TFTF,0.8708
FTTT,FFFT,TFTT,0.7822
FTTT,FFFT,TTFF,0.7710
FTTT,FFFT,TTFT,0.7822
FTTT,FFFT,TTTF,0.7822
FTTT,FFFT,TTTT,0.9627
FTTT,FFTF,FFFF,0.9627
FTTT,FFTF,FFFT,0.7822
FTTT,FFTF,FFTF,0.7822
FTTT,FFTF,FFTT,0.7710
FTTT,FFTF,FTFF,0.7822
FTTT,FFTF,FTFT,0.8708
FTTT,FFTF,FTTF,0.7710
FTTT,FFTF,FTTT,0.7914
FTTT,FFTF,TFFF,0.7914
FTTT,FFTF,TFFT,0.7710
FTTT,FFTF,TFTF,0.8708
FTTT,FFTF,TFTT,0.7822
FTTT,FFTF,TTFF,0.7710
FTTT,FFTF,TTFT,0.7822
FTTT,FFTF,TTTF,0.7822
FTTT,FFTF,TTTT,0.9627
FTTT,FFTT,FFFF,0.9016
FTTT,FFTT,FFFT,0.7710
FTTT,FFTT,FFTF,0.7710
FTTT,FFTT,FFTT,0.7011
FTTT,FFTT,FTFF,0.7710
FTTT,FFTT,FTFT,0.8428
FTTT,FFTT,FTTF,0.7011
FTTT,FFTT,FTTT,0.7136
FTTT,FFTT,TFFF,0.7136
FTTT,FFTT,TFFT,0.7011
FTTT,FFTT,TFTF,0.8428
FTTT,FFTT,TFTT,0.7710
FTTT,FFTT,TTFF,0.7011
FTTT,FFTT,TTFT,0.7710
FTTT,FFTT,TTTF,0.7710
FTTT,FFTT,TTTT,0.9016
FTTT,FTFF,FFFF,0.9627
FTTT,FTFF,FFFT,0.7822
FTTT,FTFF,FFTF,0.7822
FTTT,FTFF,FFTT,0.7710
FTTT,FTFF,FTFF,0.7822
FTTT,FTFF,FTFT,0.8708
FTTT,FTFF,FTTF,0.7710
FTTT,FTFF,FTTT,0.7914
FTTT,FTFF,TFFF,0.7914
FTTT,FTFF,TFFT,0.7710
FTTT,FTFF,TFTF,0.8708
FTTT,FTFF,TFTT,0.7822
FTTT,FTFF,TTFF,0.7710
FTTT,FTFF,TTFT,0.7822
FTTT,FTFF,TTTF,0.7822
FTTT,FTFF,TTTT,0.9627
FTTT,FTFT,FFFF,0.9803
FTTT,FTFT,FFFT,0.8708
FTTT,FTFT,FFTF,0.8708
FTTT,FTFT,FFTT,0.8428
FTTT,FTFT,FTFF,0.8708
FTTT,FTFT,FTFT,0.8611
FTTT,FTFT,FTTF,0.8428
FTTT,FTFT,FTTT,0.8747
FTTT,FTFT,TFFF,0.8747
FTTT,FTFT,TFFT,0.8428
FTTT,FTFT,TFTF,0.8611
FTTT,FTFT,TFTT,0.8708
FTTT,FTFT,TTFF,0.8428
FTTT,FTFT,TTFT,0.8708
FTTT,FTFT,TTTF,0.8708
FTTT,FTFT,TTTT,0.9803
FTTT,FTTF,FFFF,0.9016
FTTT,FTTF,FFFT,0.7710
FTTT,FTTF,FFTF,0.7710
FTTT,FTTF,FFTT,0.7011
FTTT,FTTF,FTFF,0.7710
FTTT,FTTF,FTFT,0.8428
FTTT,FTTF,FTTF,0.7011
FTTT,FTTF,FTTT,0.7136
FTTT,FTTF,TFFF,0.7136
FTTT,FTTF,TFFT,0.7011
FTTT,FTTF,TFTF,0.8428
FTTT,FTTF,TFTT,0.7710
FTTT,FTTF,TTFF,0.7011
FTTT,FTTF,TTFT,0.7710
FTTT,FTTF,TTTF,0.7710
FTTT,FTTF,TTTT,0.9016
FTTT,FTTT,FFFF,0.8721
FTTT,FTTT,FFFT,0.7914
FTTT,FTTT,FFTF,0.7914
FTTT,FTTT,FFTT,0.7136
FTTT,FTTT,FTFF,0.7914
FTTT,FTTT,FTFT,0.8747
FTTT,FTTT,FTTF,0.7136
FTTT,FTTT,FTTT,0.6633
FTTT,FTTT,TFFF,0.6633
FTTT,FTTT,TFFT,0.7136
FTTT,FTTT,TFTF,0.8747
FTTT,FTTT,TFTT,0.7914
FTTT,FTTT,TTFF,0.7136
FTTT,FTTT,TTFT,0.7914
FTTT,FTTT,TTTF,0.7914
FTTT,FTTT,TTTT,0.8721
FTTT,TFFF,FFFF,0.8721
FTTT,TFFF,FFFT,0.7914
FTTT,TFFF,FFTF,0.7914
FTTT,TFFF,FFTT,0.7136
FTTT,TFFF,FTFF,0.7914
FTTT,TFFF,FTFT,0.8747
FTTT,TFFF,FTTF,0.7136
FTTT,TFFF,FTTT,0.6633
FTTT,TFFF,TFFF,0.6633
FTTT,TFFF,TFFT,0.7136
FTTT,TFFF,TFTF,0.8747
FTTT,TFFF,TFTT,0.7914
FTTT,TFFF,TTFF,0.7136
FTTT,TFFF,TTFT,0.7914
FTTT,TFFF,TTTF,0.7914
FTTT,TFFF,TTTT,0.8721
FTTT,TFFT,FFFF,0.9016
FTTT,TFFT,FFFT,0.7710
FTTT,TFFT,FFTF,0.7710
FTTT,TFFT,FFTT,0.7011
FTTT,TFFT,FTFF,0.7710
FTTT,TFFT,FTFT,0.8428
FTTT,TFFT,FTTF,0.7011
FTTT,TFFT,FTTT,0.7136
FTTT,TFFT,TFFF,0.7136
FTTT,TFFT,TFFT,0.7011
FTTT,TFFT,TFTF,0.8428
FTTT,TFFT,TFTT,0.7710
FTTT,TFFT,TTFF,0.7011
FTTT,TFFT,TTFT,0.7710
FTTT,TFFT,TTTF,0.7710
FTTT,TFFT,TTTT,0.9016
FTTT,TFTF,FFFF,0.9803
FTTT,TFTF,FFFT,0.8708
FTTT,TFTF,FFTF,0.8708
FTTT,TFTF,FFTT,0.8428
FTTT,TFTF,FTFF,0.8708
FTTT,TFTF,FTFT,0.8611
FTTT,TFTF,FTTF,0.8428
FTTT,TFTF,FTTT,0.8747
FTTT,TFTF,TFFF,0.8747
FTTT,TFTF,TFFT,0.8428
FTTT,TFTF,TFTF,0.8611
FTTT,TFTF,TFTT,0.8708
FTTT,TFTF,TTFF,0.8428
FTTT,TFTF,TTFT,0.8708
FTTT,TFTF,TTTF,0.8708
FTTT,TFTF,TTTT,0.9803
FTTT,TFTT,FFFF,0.9627
FTTT,TFTT,FFFT,0.7822
FTTT,TFTT,FFTF,0.7822
FTTT,TFTT,FFTT,0.7710
FTTT,TFTT,FTFF,0.7822
FTTT,TFTT,FTFT,0.8708
FTTT,TFTT,FTTF,0.7710
FTTT,TFTT,FTTT,0.7914
FTTT,TFTT,TFFF,0.7914
FTTT,TFTT,TFFT,0.7710
FTTT,TFTT,TFTF,0.8708
FTTT,TFTT,TFTT,0.7822
FTTT,TFTT,TTFF,0.7710
FTTT,TFTT,TTFT,0.7822
FTTT,TFTT,TTTF,0.7822
FTTT,TFTT,TTTT,0.9627
FTTT,TTFF,FFFF,0.9016
FTTT,TTFF,FFFT,0.7710
FTTT,TTFF,FFTF,0.7710
FTTT,TTFF,FFTT,0.7011
FTTT,TTFF,FTFF,0.7710
FTTT,TTFF,FTFT,0.8428
FTTT,TTFF,FTTF,0.7011
FTTT,TTFF,FTTT,0.7136
FTTT,TTFF,TFFF,0.7136
FTTT,TTFF,TFFT,0.7011
FTTT,TTFF,TFTF,0.8428
FTTT,TTFF,TFTT,0.7710
FTTT,TTFF,TTFF,0.7011
FTTT,TTFF,TTFT,0.7710
FTTT,TTFF,TTTF,0.7710
FTTT,TTFF,TTTT,0.9016
FTTT,TTFT,FFFF,0.9627
FTTT,TTFT,FFFT,0.7822
FTTT,TTFT,FFTF,0.7822
FTTT,TTFT,FFTT,0.7710
FTTT,TTFT,FTFF,0.7822
FTTT,TTFT,FTFT,0.8708
FTTT,TTFT,FTTF,0.7710
FTTT,TTFT,FTTT,0.7914
FTTT,TTFT,TFFF,0.7914
FTTT,TTFT,TFFT,0.7710
FTTT,TTFT,TFTF,0.8708
FTTT,TTFT,TFTT,0.7822
FTTT,TTFT,TTFF,0.7710
FTTT,TTFT,TTFT,0.7822
FTTT,TTFT,TTTF,0.7822
FTTT,TTFT,TTTT,0.9627
FTTT,TTTF,FFFF,0.9627
FTTT,TTTF,FFFT,0.7822
FTTT,TTTF,FFTF,0.7822
FTTT,TTTF,FFTT,0.7710
FTTT,TTTF,FTFF,0.7822
FTTT,TTTF,FTFT,0.8708
FTTT,TTTF,FTTF,0.7710
FTTT,TTTF,FTTT,0.7914
FTTT,TTTF,TFFF,0.7914
FTTT,TTTF,TFFT,0.7710
FTTT,TTTF,TFTF,0.8708
FTTT,TTTF,TFTT,0.7822
FTTT,TTTF,TTFF,0.7710
FTTT,TTTF,TTFT,0.7822
FTTT,TTTF,TTTF,0.7822
FTTT,TTTF,TTTT,0.9627
FTTT,TTTT,FFFF,0.9393
FTTT,TTTT,FFFT,0.9627
FTTT,TTTT,FFTF,0.9627
FTTT,TTTT,FFTT,0.9016
FTTT,TTTT,FTFF,0.9627
FTTT,TTTT,FTFT,0.9803
FTTT,TTTT,FTTF,0.9016
FTTT,TTTT,FTTT,0.8721
FTTT,TTTT,TFFF,0.8721
FTTT,TTTT,TFFT,0.9016
FTTT,TTTT,TFTF,0.9803
FTTT,TTTT,TFTT,0.9627
FTTT,TTTT,TTFF,0.9016
FTTT,TTTT,TTFT,0.9627
FTTT,TTTT,TTTF,0.9627
FTTT,TTTT,TTTT,0.9393
TFFF,FFFF,FFFF,0.9393
TFFF,FFFF,FFFT,0.9627
TFFF,FFFF,FFTF,0.9627
TFFF,FFFF,FFTT,0.9016
TFFF,FFFF,FTFF,0.9627
TFFF,FFFF,FTFT,0.9803
TFFF,FFFF,FTTF,0.9016
TFFF,FFFF,FTTT,0.8721
TFFF,FFFF,TFFF,0.8721
TFFF,FFFF,TFFT,0.9016
TFFF,FFFF,TFTF,0.9803
TFFF,FFFF,TFTT,0.9627
TFFF,FFFF,TTFF,0.9016
TFFF,FFFF,TTFT,0.9627
TFFF,FFFF,TTTF,0.9627
TFFF,FFFF,TTTT,0.9393
TFFF,FFFT,FFFF,0.9627
TFFF,FFFT,FFFT,0.7822
TFFF,FFFT,FFTF,0.7822
TFFF,FFFT,FFTT,0.7710
TFFF,FFFT,FTFF,0.7822
TFFF,FFFT,FTFT,0.8708
TFFF,FFFT,FTTF,0.7710
TFFF,FFFT,FTTT,0.7914
TFFF,FFFT,TFFF,0.7914
TFFF,FFFT,TFFT,0.7710
TFFF,FFFT,TFTF,0.8708
TFFF,FFFT,TFTT,0.7822
TFFF,FFFT,TTFF,0.7710
TFFF,FFFT,TTFT,0.7822
TFFF,FFFT,TTTF,0.7822
TFFF,FFFT,TTTT,0.9627
TFFF,FFTF,FFFF,0.9627
TFFF,FFTF,FFFT,0.7822
TFFF,FFTF,FFTF,0.7822
TFFF,FFTF,FFTT,0.7710
TFFF,FFTF,FTFF,0.7822
TFFF,FFTF,FTFT,0.8708
TFFF,FFTF,FTTF,0.7710
TFFF,FFTF,FTTT,0.7914
TFFF,FFTF,TFFF,0.7914
TFFF,FFTF,TFFT,0.7710
TFFF,FFTF,TFTF,0.8708
TFFF,FFTF,TFTT,0.7822
TFFF,FFTF,TTFF,0.7710
TFFF,FFTF,TTFT,0.7822
