skip	pTrue	mNo	mName	aWeights	aPriors	trial	pMax	mMax	x	EIG	y	ll
0	0.9991398461522027	2	[{"bright":["on"],"hot":[],"on":[]}]	{"bright":[0.9],"hot":[],"on":[]}	{"bright":0.6000000000000001,"hot":0.6000000000000001,"on":0.4}	22	0.9991398461522027	[{"bright":["on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are not hot and on. What proportion are bright? in [0, 1]	0.0006986973442731131	0.999999	-8.094572820998497
0	0.99919688962195	2	[{"bright":["on"],"hot":[],"on":[]}]	{"bright":[0.9],"hot":[],"on":[]}	{"bright":0.6000000000000001,"hot":0.6000000000000001,"on":0.4}	23	0.99919688962195	[{"bright":["on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are not hot and on. What proportion are bright? in [0, 1]	0.0005101761006665636	0.999999	-8.094572820998497
0	0.9992355546456951	2	[{"bright":["on"],"hot":[],"on":[]}]	{"bright":[0.9],"hot":[],"on":[]}	{"bright":0.6000000000000001,"hot":0.6000000000000001,"on":0.4}	24	0.9992355546456951	[{"bright":["on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are hot. What proportion are bright? in [0, 1]	0.0004935581847249297	0.7000000000000001	-8.094572820998497
0	0.9995884173253387	2	[{"bright":["on"],"hot":[],"on":[]}]	{"bright":[0.9],"hot":[],"on":[]}	{"bright":0.6000000000000001,"hot":0.6000000000000001,"on":0.4}	25	0.9995884173253387	[{"bright":["on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are not hot and on. What proportion are bright? in [0, 1]	0.0003109651890896689	0.999999	-8.094572820998497
0	0.9996081887668425	2	[{"bright":["on"],"hot":[],"on":[]}]	{"bright":[0.9],"hot":[],"on":[]}	{"bright":0.6000000000000001,"hot":0.6000000000000001,"on":0.4}	26	0.9996081887668425	[{"bright":["on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are bright and on. What proportion are hot? in [0, 1]	0.0002874976192754278	0.6000000000000001	-8.094572820998497
0	0.9997842044235306	2	[{"bright":["on"],"hot":[],"on":[]}]	{"bright":[0.9],"hot":[],"on":[]}	{"bright":0.6000000000000001,"hot":0.6000000000000001,"on":0.4}	27	0.9997842044235306	[{"bright":["on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are hot. What proportion are on? in [0, 1]	0.00012069534635098111	0.4	-8.094572820998497
0	0.9998867155925101	2	[{"bright":["on"],"hot":[],"on":[]}]	{"bright":[0.9],"hot":[],"on":[]}	{"bright":0.6000000000000001,"hot":0.6000000000000001,"on":0.4}	28	0.9998867155925101	[{"bright":["on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are not bright and on. What proportion are hot? in [0, 1]	0.00008849147470932	0.6000000000000001	-8.094572820998497
0	0.9999521025383341	2	[{"bright":["on"],"hot":[],"on":[]}]	{"bright":[0.9],"hot":[],"on":[]}	{"bright":0.6000000000000001,"hot":0.6000000000000001,"on":0.4}	29	0.9999521025383341	[{"bright":["on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are not hot and on. What proportion are bright? in [0, 1]	0.0000668725685142635	0.999999	-8.094572820998497
0	0.9999559063065493	2	[{"bright":["on"],"hot":[],"on":[]}]	{"bright":[0.9],"hot":[],"on":[]}	{"bright":0.6000000000000001,"hot":0.6000000000000001,"on":0.4}	30	0.9999559063065493	[{"bright":["on"],"hot":[],"on":[]}]	Imagine 100 lightbulbs that are not hot and on. What proportion are bright? in [0, 1]	0.0000513667339434619	0.999999	-8.094572820998497
0	0.05263157894736844	3	[{"bright":[],"hot":["bright"],"on":[]}]	{"bright":[],"hot":[0.999999],"on":[]}	{"bright":0.4,"hot":0.1,"on":0.4}	1	0.05263157894736844	[{"bright":["on"],"hot":[],"on":["hot"]}]	Imagine 100 lightbulbs that are bright and not on. What proportion are hot? in [0, 1]	0.2869759625121369	0.999999	-8.594181957696998
0	0.11910269328451807	3	[{"bright":[],"hot":["bright"],"on":[]}]	{"bright":[],"hot":[0.999999],"on":[]}	{"bright":0.4,"hot":0.1,"on":0.4}	2	0.11919097469031507	[{"bright":[],"hot":["bright","on"],"on":[]}]	Imagine 100 lightbulbs that are bright and not on. What proportion are hot? in [0, 1]	0.2973759256291082	0.999999	-8.594181957696998
0	0.17689031425590812	3	[{"bright":[],"hot":["bright"],"on":[]}]	{"bright":[],"hot":[0.999999],"on":[]}	{"bright":0.4,"hot":0.1,"on":0.4}	3	0.17715264103766143	[{"bright":["on"],"hot":["bright"],"on":[]}]	Imagine 100 lightbulbs that are bright and not hot. What proportion are on? in [0, 1]	0.3066911328544208	0.4	-8.594181957696998
0	0.27854981825634767	3	[{"bright":[],"hot":["bright"],"on":[]}]	{"bright":[],"hot":[0.999999],"on":[]}	{"bright":0.4,"hot":0.1,"on":0.4}	4	0.27854981825634767	[{"bright":[],"hot":["bright"],"on":[]}]	Imagine 100 lightbulbs that are not bright and hot. What proportion are on? in [0, 1]	0.30525938907285716	0.4	-8.594181957696998
0	0.4319121323177656	3	[{"bright":[],"hot":["bright"],"on":[]}]	{"bright":[],"hot":[0.999999],"on":[]}	{"bright":0.4,"hot":0.1,"on":0.4}	5	0.4319121323177656	[{"bright":[],"hot":["bright"],"on":[]}]	Imagine 100 lightbulbs that are not bright and on. What proportion are hot? in [0, 1]	0.25700803122784505	0.1	-8.594181957696998
0	0.5301229457606039	3	[{"bright":[],"hot":["bright"],"on":[]}]	{"bright":[],"hot":[0.999999],"on":[]}	{"bright":0.4,"hot":0.1,"on":0.4}	6	0.5301229457606039	[{"bright":[],"hot":["bright"],"on":[]}]	Imagine 100 lightbulbs that are on. What proportion are bright? in [0, 1]	0.2514452959137394	0.4	-8.594181957696998
0	0.7866011727691756	3	[{"bright":[],"hot":["bright"],"on":[]}]	{"bright":[],"hot":[0.999999],"on":[]}	{"bright":0.4,"hot":0.1,"on":0.4}	7	0.7866011727691756	[{"bright":[],"hot":["bright"],"on":[]}]	Imagine 100 lightbulbs that are bright and not on. What proportion are hot? in [0, 1]	0.1392242759621755	0.999999	-8.594181957696998
0	0.8820103249291572	3	[{"bright":[],"hot":["bright"],"on":[]}]	{"bright":[],"hot":[0.999999],"on":[]}	{"bright":0.4,"hot":0.1,"on":0.4}	8	0.8820103249291572	[{"bright":[],"hot":["bright"],"on":[]}]	Imagine 100 lightbulbs that are bright and not on. What proportion are hot? in [0, 1]	0.07466575171284692	0.999999	-8.594181957696998
0	0.9215407647766203	3	[{"bright":[],"hot":["bright"],"on":[]}]	{"bright":[],"hot":[0.999999],"on":[]}	{"bright":0.4,"hot":0.1,"on":0.4}	9	0.9215407647766203	[{"bright":[],"hot":["bright"],"on":[]}]	Imagine 100 lightbulbs that are bright and hot. What proportion are on? in [0, 1]	0.04336369339560359	0.4	-8.594181957696998
0	0.9583919916812514	3	[{"bright":[],"hot":["bright"],"on":[]}]	{"bright":[],"hot":[0.999999],"on":[]}	{"bright":0.4,"hot":0.1,"on":0.4}	10	0.9583919916812514	[{"bright":[],"hot":["bright"],"on":[]}]	Imagine 100 lightbulbs that are bright and not on. What proportion are hot? in [0, 1]	0.03073039438747373	0.999999	-8.594181957696998
0	0.9743680980907001	3	[{"bright":[],"hot":["bright"],"on":[]}]	{"bright":[],"hot":[0.999999],"on":[]}	{"bright":0.4,"hot":0.1,"on":0.4}	11	0.9743680980907001	[{"bright":[],"hot":["bright"],"on":[]}]	Imagine 100 lightbulbs that are hot and on. What proportion are bright? in [0, 1]	0.019799499497647872	0.9	-8.594181957696998
0	0.9610519741731156	3	[{"bright":[],"hot":["bright"],"on":[]}]	{"bright":[],"hot":[0.999999],"on":[]}	{"bright":0.4,"hot":0.1,"on":0.4}	12	0.9610519741731156	[{"bright":[],"hot":["bright"],"on":[]}]	Imagine 100 lightbulbs that are hot and on. What proportion are bright? in [0, 1]	0.029168955764733124	0.9	-8.594181957696998
